Product Category,Sub Category,Unit Cost,Unit Price
Woman Shoes,Sandals,270,331
Woman Shoes,Clogs,212.33,279
Woman Shoes,Peep Toe,250,294.33
Woman Shoes,Peep Toe,95,122
Woman Shoes,Peep Toe,34,44
Woman Shoes,Peep Toe,26.67,31.33
Woman Shoes,Peep Toe,19,26
Woman Shoes,Clogs,190.33,304.33
Man Shoes,Derby,"2,443.00","2,532.00"
Woman Shoes,Sandals,31.67,39.67
Man Shoes,Oxford,"2,384.00","2,425.00"
Woman Shoes,Peep Toe,400,498
Man Shoes,Sneakers,"1,160.00","1,121.00"
Clothing,Low Cut Socks,73.33,91.33
Woman Shoes,Boots,280,354.5
Woman Shoes,Peep Toe,50,68.33
Woman Shoes,Peep Toe,15,17
Clothing,Low Cut Socks,81.67,89.67
Clothing,Low Cut Socks,16.33,20.33
Man Shoes,Sneakers,"1,160.00","1,149.50"
Clothing,Mid Calf Socks,63,86.5
Woman Shoes,Sandals,53.33,62.67
Woman Shoes,Sandals,20,23.67
Clothing,Quarter Socks,"1,200.00","1,468.00"
Clothing,Mid Calf Socks,13.5,17
Man Shoes,Sneakers,"2,295.00","2,248.00"
Man Shoes,Derby,567,606.67
Woman Shoes,Boots,338.33,379.33
Clothing,Toe Cover Socks,39,39.67
Clothing,Mid Calf Socks,40.5,43.5
Woman Shoes,Pump,795,"1,144.00"
Woman Shoes,Peep Toe,337.5,405
Woman Shoes,Peep Toe,26,32
Woman Shoes,Peep Toe,304.5,393.5
Woman Shoes,Peep Toe,10,14.5
Woman Shoes,Peep Toe,12.5,16
Woman Shoes,Boots,46.67,51.67
Clothing,Low Cut Socks,196,275
Woman Shoes,Peep Toe,20,25.67
Woman Shoes,Peep Toe,17.5,21
Man Shoes,Sneakers,565,640
Woman Shoes,Boots,"1,050.00","1,271.00"
Man Shoes,Oxford,"2,384.00","2,502.00"
Woman Shoes,Sandals,60,75.33
Woman Shoes,Sandals,25,28
Clothing,Mid Calf Socks,67.5,73.5
Woman Shoes,Boots,175,229.5
Woman Shoes,Peep Toe,44,50
Woman Shoes,Peep Toe,25,30
Clothing,Mid Calf Socks,189,236
Woman Shoes,Clogs,51.33,64
Clothing,Quarter Socks,25,27
Clothing,Toe Cover Socks,69,71.67
Woman Shoes,Clogs,14.67,17.67
Clothing,Quarter Socks,750,909
Clothing,Extra Low Cut Socks,635,812.33
Woman Shoes,Peep Toe,140,198.33
Woman Shoes,Peep Toe,45,64.33
Woman Shoes,Sandals,67.5,88
Woman Shoes,Sandals,55,71
Woman Shoes,Boots,210,287
Man Shoes,Sneakers,"1,160.00","1,236.00"
Woman Shoes,Peep Toe,375,453.5
Woman Shoes,Boots,175,218
Man Shoes,Sneakers,"1,160.00","1,225.00"
Woman Shoes,Boots,303.33,380.33
Woman Shoes,Boots,560,738
Man Shoes,Derby,180,256.67
Woman Shoes,Sandals,42,43
Woman Shoes,Sandals,32.5,51
Woman Shoes,Peep Toe,105,122
Man Shoes,Sneakers,769,793
Woman Shoes,Peep Toe,150,229
Woman Shoes,Peep Toe,35,42
Woman Shoes,Boots,326.67,321.33
Man Shoes,Sneakers,"1,147.50","1,596.50"
Man Shoes,Sneakers,765,783.33
Man Shoes,Derby,540,612
Man Shoes,Derby,"1,701.00","1,704.00"
Man Shoes,Sneakers,"1,160.00","1,249.50"
Woman Shoes,Boots,525,690
Clothing,Low Cut Socks,49,54
Woman Shoes,Peep Toe,250,274.33
Woman Shoes,Sandals,120,137
Woman Shoes,Sandals,46.67,57
Woman Shoes,Stilletto,99.5,126
Man Shoes,Sneakers,"1,147.50","1,075.50"
Woman Shoes,Boots,385,498
Woman Shoes,Peep Toe,700,851
Woman Shoes,Peep Toe,75,98.5
Woman Shoes,Boots,770,"1,041.00"
Clothing,Quarter Socks,18,21.67
Woman Shoes,Clogs,329.5,394.5
Woman Shoes,Boots,128.33,164.33
Man Shoes,Sneakers,256.33,272
Woman Shoes,Clogs,205,258.33
Woman Shoes,Loafers,687.5,840
Woman Shoes,Sandals,18,19
Woman Shoes,Sandals,25,27.33
Woman Shoes,Boots,315,543
Woman Shoes,Sandals,85,92.5
Woman Shoes,Sandals,32.5,49.5
Woman Shoes,Boots,17.5,16.5
Woman Shoes,Clogs,51.33,59
Woman Shoes,Clogs,58.67,77.67
Clothing,Low Cut Socks,220,248
Man Shoes,Sneakers,"1,147.50","1,106.50"
Woman Shoes,Peep Toe,118,160
Woman Shoes,Peep Toe,84,96
Woman Shoes,Peep Toe,116,135
Man Shoes,Sneakers,"1,160.00","1,357.00"
Man Shoes,Sneakers,773.33,872.67
Clothing,Extra Low Cut Socks,540,835
Woman Shoes,Clogs,110,195.5
Man Shoes,Derby,540,506
Clothing,Mid Calf Socks,112.5,151
Clothing,Extra Low Cut Socks,63.5,77
Man Shoes,Oxford,"1,192.00","1,229.50"
Woman Shoes,Clogs,55,67
Clothing,Low Cut Socks,343,410
Woman Shoes,Peep Toe,140,174
Woman Shoes,Sandals,103.5,133.5
Woman Shoes,Sandals,5,5.67
Woman Shoes,Peep Toe,43.5,56
Woman Shoes,Peep Toe,50,62
Woman Shoes,Boots,525,703
Woman Shoes,Clogs,264,337.5
Woman Shoes,Peep Toe,12.5,17.5
Clothing,Quarter Socks,800,"1,083.00"
Woman Shoes,Peep Toe,3.33,4
Woman Shoes,Clogs,176,247
Man Shoes,Derby,540,733
Woman Shoes,Sandals,36,50
Man Shoes,Derby,"2,443.00","2,863.00"
Man Shoes,Oxford,794.67,866
Woman Shoes,Peep Toe,2.5,3.5
Woman Shoes,Peep Toe,62.5,94.5
Woman Shoes,Boots,198.33,226.67
Man Shoes,Sneakers,"1,160.00","1,223.00"
Woman Shoes,Clogs,187,209
Woman Shoes,Clogs,219.67,286.67
Woman Shoes,Stilletto,47.67,63
Clothing,Toe Cover Socks,33,41.33
Woman Shoes,Peep Toe,8.33,10.33
Woman Shoes,Peep Toe,507.5,700
Woman Shoes,Pump,371,521
Woman Shoes,Peep Toe,490,566
Woman Shoes,Boots,122.5,148
Woman Shoes,Boots,70,90
Woman Shoes,Boots,140,177.5
Clothing,Extra Low Cut Socks,254,373.5
Man Shoes,Sneakers,"1,147.50","1,116.50"
Man Shoes,Sneakers,773.33,712.67
Woman Shoes,Clogs,264,322
Woman Shoes,Peep Toe,35,40
Woman Shoes,Peep Toe,60,73
Woman Shoes,Peep Toe,660,"1,066.00"
Woman Shoes,Peep Toe,37,56
Woman Shoes,Boots,70,80
Woman Shoes,Clogs,571,713
Clothing,Toe Cover Socks,180,206
Woman Shoes,Sandals,45,64.5
Woman Shoes,Boots,186.67,263
Man Shoes,Sneakers,"1,147.50","1,182.00"
Clothing,Low Cut Socks,281.5,359
Man Shoes,Sneakers,773.33,710.67
Clothing,Invisible Socks,"1,470.00","1,833.00"
Clothing,Low Cut Socks,281.5,354.5
Man Shoes,Sneakers,"2,320.00","2,376.00"
Woman Shoes,Sandals,200,249
Woman Shoes,Sandals,57.5,71.5
Woman Shoes,Stilletto,191,253
Woman Shoes,Pump,530,592.67
Woman Shoes,Peep Toe,870,"1,090.00"
Woman Shoes,Peep Toe,26.67,33
Woman Shoes,Peep Toe,23,26
Woman Shoes,Peep Toe,16,18.67
Woman Shoes,Peep Toe,21.33,26
Man Shoes,Sneakers,"1,147.50","1,321.50"
Man Shoes,Sneakers,773.33,772
Woman Shoes,Stilletto,63.67,86
Man Shoes,Sneakers,"2,295.00","2,395.00"
Woman Shoes,Clogs,102.67,136.67
Woman Shoes,Loafers,55,91
Woman Shoes,Peep Toe,37.5,50.5
Woman Shoes,Peep Toe,45,55.5
Clothing,Mid Calf Socks,87,102.33
Woman Shoes,Clogs,44,58
Man Shoes,Sneakers,773.33,817.67
Woman Shoes,Clogs,73.33,89.33
Woman Shoes,Boots,70,80.67
Woman Shoes,Peep Toe,58.33,67.33
Woman Shoes,Peep Toe,22,28.67
Woman Shoes,Peep Toe,217.5,367.5
Woman Shoes,Peep Toe,5,7.33
Woman Shoes,Boots,350,515
Man Shoes,Sneakers,"1,147.50","1,423.00"
Woman Shoes,Sandals,33.33,51.33
Woman Shoes,Sandals,67.5,102.5
Woman Shoes,Boots,385,551.5
Clothing,Quarter Socks,800,"1,321.00"
Woman Shoes,Loafers,495,617.33
Clothing,Low Cut Socks,179.67,238.33
Woman Shoes,Peep Toe,240,301
Woman Shoes,Peep Toe,48.33,58.33
Clothing,Quarter Socks,"1,512.00","2,302.00"
Man Shoes,Sneakers,"2,295.00","3,040.00"
Woman Shoes,Peep Toe,64.33,79.33
Woman Shoes,Sandals,20,17.5
Woman Shoes,Sandals,30,37.33
Woman Shoes,Boots,291.67,497.33
Woman Shoes,Clogs,22,27
Clothing,Toe Cover Socks,67.5,82
Woman Shoes,Clogs,506,684
Clothing,Mid Calf Socks,27,29.33
Clothing,Toe Cover Socks,81,93
Woman Shoes,Clogs,615,717
Clothing,Quarter Socks,100,124
Clothing,Mid Calf Socks,63,68
Man Shoes,Sneakers,540,732
Woman Shoes,Sandals,90,104
Woman Shoes,Peep Toe,67.5,88
Woman Shoes,Peep Toe,26.5,34
Woman Shoes,Peep Toe,333.5,431
Woman Shoes,Peep Toe,35,47
Man Shoes,Oxford,247.33,264.67
Man Shoes,Derby,180,262
Woman Shoes,Sandals,3,4.67
Man Shoes,Derby,270,301
Man Shoes,Sneakers,180,179
Woman Shoes,Boots,805,"1,169.00"
Woman Shoes,Peep Toe,700,906
Woman Shoes,Peep Toe,35,46
Woman Shoes,Peep Toe,10,11.67
Woman Shoes,Peep Toe,70,96
Woman Shoes,Peep Toe,101.5,154
Woman Shoes,Boots,140,212
Woman Shoes,Clogs,154,191.33
Woman Shoes,Sandals,120,146
Woman Shoes,Sandals,93.33,127
Woman Shoes,Sandals,95,132
Woman Shoes,Boots,262.5,421.5
Woman Shoes,Loafers,495,564
Woman Shoes,Loafers,55,67
Woman Shoes,Stilletto,111,144
Woman Shoes,Clogs,161.33,170
Man Shoes,Sneakers,"1,160.00","1,461.50"
Woman Shoes,Boots,81.67,122.67
Woman Shoes,Boots,175,241.5
Woman Shoes,Boots,186.67,232.67
Woman Shoes,Boots,315,492
Clothing,Mid Calf Socks,24,30
Man Shoes,Sneakers,282.5,326
Woman Shoes,Boots,157.5,196
Man Shoes,Sneakers,"1,147.50","1,219.50"
Woman Shoes,Sandals,55,78
Woman Shoes,Sandals,70,78
Woman Shoes,Boots,490,589
Woman Shoes,Sandals,60,85
Woman Shoes,Sandals,95,114
Woman Shoes,Sandals,140,168
Woman Shoes,Sandals,30,36
Woman Shoes,Peep Toe,580,735
Woman Shoes,Peep Toe,110,137
Woman Shoes,Peep Toe,48,59
Clothing,Quarter Socks,300,414
Clothing,Mid Calf Socks,81,123.5
Woman Shoes,Clogs,374,488
Clothing,Quarter Socks,729,"1,023.50"
Man Shoes,Sneakers,384.5,384.5
Clothing,Invisible Socks,805,905.5
Clothing,Toe Cover Socks,103.5,103.5
Woman Shoes,Stilletto,63.67,77.67
Man Shoes,Sneakers,"1,160.00","1,358.50"
Clothing,Quarter Socks,18,23.33
Man Shoes,Sneakers,773.33,815
Woman Shoes,Clogs,44,53.5
Clothing,Mid Calf Socks,58.5,71
Man Shoes,Sneakers,"2,295.00","2,296.00"
Woman Shoes,Boots,256.67,341
Woman Shoes,Sandals,162,164
Woman Shoes,Sandals,5,6
Woman Shoes,Boots,490,688
Woman Shoes,Boots,175,236.5
Woman Shoes,Sandals,6.67,8.67
Woman Shoes,Sandals,100,122
Man Shoes,Oxford,794.67,765.67
Woman Shoes,Boots,192.5,268
Man Shoes,Oxford,"1,192.00","1,215.00"
Woman Shoes,Boots,332.5,446.5
Man Shoes,Sneakers,"2,295.00","2,243.00"
Clothing,Mid Calf Socks,36,45
Man Shoes,Sneakers,384.5,414
Woman Shoes,Peep Toe,180,210
Woman Shoes,Boots,268.33,369.67
Man Shoes,Derby,"1,120.00","1,124.00"
Woman Shoes,Sandals,144,167
Woman Shoes,Sandals,20,22.67
Woman Shoes,Peep Toe,163,203
Woman Shoes,Peep Toe,14,16.5
Woman Shoes,Peep Toe,50,64
Woman Shoes,Peep Toe,29,37
Woman Shoes,Clogs,60,68
Man Shoes,Sneakers,"1,147.50","1,277.00"
Man Shoes,Sneakers,188.33,213
Woman Shoes,Peep Toe,725,"1,008.00"
Woman Shoes,Peep Toe,80,126
Woman Shoes,Boots,93.33,151.33
Clothing,Quarter Socks,50,76
Clothing,Mid Calf Socks,9,14
Man Shoes,Derby,814.33,963.33
Woman Shoes,Sandals,120,165
Woman Shoes,Sandals,24,24.67
Man Shoes,Derby,270,306.5
Man Shoes,Derby,540,606
Man Shoes,Oxford,794.67,858.33
Woman Shoes,Sandals,60,82
Clothing,Extra Low Cut Socks,402.33,456.33
Woman Shoes,Sandals,20,25
Woman Shoes,Sandals,90,95
Woman Shoes,Sandals,57.5,79
Clothing,Mid Calf Socks,6,7.33
Man Shoes,Derby,850.5,721
Clothing,Low Cut Socks,245,403
Woman Shoes,Peep Toe,33.33,43
Woman Shoes,Peep Toe,251.33,302
Woman Shoes,Peep Toe,15,19
Clothing,Quarter Socks,"1,404.00","1,808.00"
Clothing,Mid Calf Socks,198,186
Clothing,Mid Calf Socks,72,75.67
Clothing,Mid Calf Socks,75,101.33
Woman Shoes,Peep Toe,237.5,282
Clothing,Quarter Socks,234,297.67
Woman Shoes,Boots,175,198.33
Woman Shoes,Peep Toe,75,109
Man Shoes,Oxford,742,761
Woman Shoes,Sandals,99,131.5
Woman Shoes,Sandals,7.5,9.5
Woman Shoes,Boots,175,224.5
Clothing,Quarter Socks,366.67,441.33
Man Shoes,Derby,373.33,340.33
Clothing,Quarter Socks,"1,620.00","2,185.00"
Man Shoes,Sneakers,565,753
Woman Shoes,Peep Toe,2.5,2.5
Woman Shoes,Peep Toe,225,356.5
Woman Shoes,Boots,875,981
Woman Shoes,Boots,70,109
Man Shoes,Sneakers,773.33,762.67
Woman Shoes,Clogs,418,490
Clothing,Extra Low Cut Socks,84.67,102.67
Woman Shoes,Boots,700,804
Woman Shoes,Peep Toe,121.67,195.67
Woman Shoes,Peep Toe,175,220.33
Woman Shoes,Peep Toe,36,44.33
Clothing,Quarter Socks,425,552
Clothing,Quarter Socks,198,250
Man Shoes,Oxford,794.67,"1,072.33"
Woman Shoes,Stilletto,207,272
Woman Shoes,Sandals,36.67,45.67
Woman Shoes,Loafers,36.67,47.33
Woman Shoes,Sandals,30,44
Woman Shoes,Sandals,62.5,95.5
Woman Shoes,Boots,17.5,26
Man Shoes,Oxford,371,396.5
Woman Shoes,Peep Toe,38.33,51
Woman Shoes,Peep Toe,120,145
Woman Shoes,Peep Toe,287.5,422
Woman Shoes,Peep Toe,135,228
Woman Shoes,Peep Toe,212.67,274.33
Woman Shoes,Peep Toe,70,94.5
Clothing,Mid Calf Socks,39,50.67
Woman Shoes,Clogs,44,50
Clothing,Quarter Socks,27,34
Man Shoes,Sneakers,256.33,310.33
Clothing,Quarter Socks,75,115
Clothing,Invisible Socks,513.33,508
Clothing,Mid Calf Socks,27,35
Woman Shoes,Sandals,40,49
Woman Shoes,Boots,105,133.33
Woman Shoes,Boots,221.67,270.33
Man Shoes,Sneakers,773.33,809.67
Woman Shoes,Boots,210,262.67
Woman Shoes,Sandals,270,346
Woman Shoes,Sandals,45,60.67
Clothing,Extra Low Cut Socks,"1,207.00","1,676.00"
Man Shoes,Sneakers,180,188.33
Woman Shoes,Peep Toe,35,45.5
Woman Shoes,Peep Toe,20,23.5
Woman Shoes,Peep Toe,28,36
Woman Shoes,Peep Toe,186.33,216.33
Clothing,Low Cut Socks,392,483
Man Shoes,Derby,567,559.67
Clothing,Mid Calf Socks,6,7
Man Shoes,Derby,567,553.33
Clothing,Mid Calf Socks,85.5,98
Woman Shoes,Boots,140,198
Woman Shoes,Peep Toe,6.67,7.67
Woman Shoes,Peep Toe,166.67,219.67
Clothing,Mid Calf Socks,144,200
Clothing,Mid Calf Socks,94.5,123
Man Shoes,Sneakers,773.33,891
Woman Shoes,Peep Toe,46,58
Man Shoes,Sneakers,"1,147.50","1,206.50"
Man Shoes,Sneakers,"2,320.00","2,373.00"
Woman Shoes,Clogs,659,821
Woman Shoes,Clogs,168.67,181.33
Clothing,Quarter Socks,100,110
Clothing,Invisible Socks,"1,050.00",935
Woman Shoes,Loafers,522.5,617.5
Woman Shoes,Clogs,242,312.5
Clothing,Quarter Socks,540,623.33
Woman Shoes,Sandals,63.33,77.33
Woman Shoes,Sandals,7.5,9.5
Man Shoes,Sneakers,773.33,875.33
Woman Shoes,Sandals,260,352
Woman Shoes,Boots,35,42.33
Woman Shoes,Peep Toe,45,58.67
Woman Shoes,Peep Toe,19.5,27
Clothing,Quarter Socks,270,336
Woman Shoes,Peep Toe,322.5,456.5
Clothing,Mid Calf Socks,81,89
Woman Shoes,Peep Toe,717,928
Woman Shoes,Boots,280,355
Woman Shoes,Peep Toe,19.33,23
Woman Shoes,Peep Toe,21.67,29
Man Shoes,Sneakers,256.33,318.67
Clothing,Mid Calf Socks,12,15
Man Shoes,Sneakers,"2,320.00","2,337.00"
Man Shoes,Derby,560,706
Man Shoes,Derby,180,196.67
Man Shoes,Sneakers,384.5,497
Clothing,Quarter Socks,100,163
Clothing,Mid Calf Socks,69,102.67
Woman Shoes,Sandals,93.33,110.67
Woman Shoes,Clogs,264,335
Man Shoes,Derby,180,179.67
Woman Shoes,Boots,256.67,307.67
Woman Shoes,Peep Toe,8.33,11
Woman Shoes,Clogs,132,154.67
Woman Shoes,Stilletto,5.33,6.33
Clothing,Low Cut Socks,24.5,29.5
Woman Shoes,Sandals,130,160.5
Woman Shoes,Sandals,33.33,41
Woman Shoes,Clogs,286,336
Woman Shoes,Boots,945,"1,102.00"
Clothing,Quarter Socks,425,533
Man Shoes,Sneakers,384.5,502
Clothing,Quarter Socks,850,"1,178.00"
Clothing,Mid Calf Socks,9,14.5
Man Shoes,Sneakers,773.33,890
Woman Shoes,Boots,11.67,14.33
Woman Shoes,Clogs,77,96.5
Woman Shoes,Peep Toe,22.5,34.5
Woman Shoes,Peep Toe,60,99.67
Woman Shoes,Peep Toe,9,14.5
Man Shoes,Derby,"1,701.00","1,630.00"
Man Shoes,Oxford,"2,384.00","2,590.00"
Woman Shoes,Peep Toe,280,329.5
Woman Shoes,Peep Toe,4.5,6.5
Woman Shoes,Stilletto,127,155
Man Shoes,Sneakers,765,818.67
Man Shoes,Sneakers,"2,320.00","2,495.00"
Woman Shoes,Peep Toe,104,131
Woman Shoes,Peep Toe,193.33,234.33
Woman Shoes,Boots,297.5,308
Woman Shoes,Boots,140,227.33
Woman Shoes,Sandals,85,97
Man Shoes,Sneakers,"2,320.00","2,481.00"
Man Shoes,Sneakers,540,530
Woman Shoes,Boots,630,821
Woman Shoes,Clogs,95.33,118.33
Clothing,Toe Cover Socks,85.5,104.5
Woman Shoes,Clogs,95.33,118.33
Clothing,Quarter Socks,500,674.67
Clothing,Low Cut Socks,343,438
Woman Shoes,Boots,105,133.5
Woman Shoes,Peep Toe,175,234
Woman Shoes,Peep Toe,35,42.33
Woman Shoes,Peep Toe,35,42
Clothing,Quarter Socks,525,610
Woman Shoes,Clogs,161.33,212.33
Woman Shoes,Peep Toe,14,18
Woman Shoes,Clogs,66,83.67
Man Shoes,Oxford,405,428
Woman Shoes,Sandals,15,19.5
Woman Shoes,Sandals,45,52
Woman Shoes,Peep Toe,45,54.33
Woman Shoes,Peep Toe,3.5,4
Clothing,Invisible Socks,210,287
Man Shoes,Derby,567,703.67
Clothing,Invisible Socks,"1,750.00","1,944.00"
Man Shoes,Sneakers,270,389
Man Shoes,Sneakers,"2,295.00","2,065.00"
Woman Shoes,Clogs,440,510
Woman Shoes,Peep Toe,200,251.67
Woman Shoes,Peep Toe,44,51.5
Woman Shoes,Peep Toe,300,370
Woman Shoes,Peep Toe,70,81
Woman Shoes,Peep Toe,116,140
Woman Shoes,Peep Toe,135,171
Woman Shoes,Clogs,"1,800.00","2,461.50"
Woman Shoes,Peep Toe,203,240
Woman Shoes,Peep Toe,55,72.5
Woman Shoes,Peep Toe,13,15.33
Woman Shoes,Boots,186.67,232.33
Clothing,Extra Low Cut Socks,254,300
Man Shoes,Derby,540,564
Woman Shoes,Peep Toe,143.33,190.67
Woman Shoes,Sandals,21,26.67
Woman Shoes,Sandals,13.33,14.33
Man Shoes,Sneakers,"2,320.00","2,578.00"
Woman Shoes,Clogs,506,813
Woman Shoes,Sandals,53.33,81.33
Woman Shoes,Boots,385,618
Woman Shoes,Sandals,66.67,87
Woman Shoes,Sandals,70,96.5
Woman Shoes,Clogs,205,247.67
Woman Shoes,Sandals,96.67,116.33
Woman Shoes,Sandals,46.67,58.33
Woman Shoes,Sandals,120,156
Woman Shoes,Peep Toe,96,105
Woman Shoes,Peep Toe,84,100
Woman Shoes,Peep Toe,184.67,215
Man Shoes,Sneakers,"1,147.50","1,172.00"
Man Shoes,Sneakers,"2,295.00","2,690.00"
Woman Shoes,Sandals,60,74
Woman Shoes,Clogs,55,59
Woman Shoes,Sandals,40,51
Woman Shoes,Sandals,210,279
Woman Shoes,Boots,280,351
Man Shoes,Derby,"2,443.00","1,989.00"
Man Shoes,Derby,180,199
Woman Shoes,Peep Toe,121.67,150.33
Woman Shoes,Peep Toe,6,7
Clothing,Low Cut Socks,710,819
Woman Shoes,Peep Toe,66.67,99
Woman Shoes,Peep Toe,22,34
Woman Shoes,Pump,238.5,363.5
Woman Shoes,Clogs,154,184
Clothing,Quarter Socks,150,158
Clothing,Mid Calf Socks,81,112
Woman Shoes,Peep Toe,3,4.33
Man Shoes,Sneakers,384.5,439
Woman Shoes,Sandals,30,36
Man Shoes,Sneakers,282.5,234.5
Woman Shoes,Boots,437.5,629.5
Woman Shoes,Clogs,318.5,409.5
Woman Shoes,Peep Toe,1.67,2.33
Woman Shoes,Peep Toe,23,32
Clothing,Quarter Socks,66.67,81.33
Man Shoes,Sneakers,"1,147.50","1,312.50"
Woman Shoes,Sandals,10,15.67
Woman Shoes,Sandals,28.33,48.33
Woman Shoes,Boots,315,328.5
Woman Shoes,Peep Toe,5,7
Woman Shoes,Peep Toe,400,506
Woman Shoes,Peep Toe,46,57
Woman Shoes,Boots,233.33,288
Clothing,Quarter Socks,150,177.5
Woman Shoes,Loafers,935,"1,208.00"
Woman Shoes,Boots,233.33,270.67
Woman Shoes,Clogs,146.67,171
Man Shoes,Derby,567,642
Man Shoes,Sneakers,256.33,260
Woman Shoes,Peep Toe,161,210
Woman Shoes,Peep Toe,19.5,25.5
Man Shoes,Sneakers,"1,147.50","1,153.50"
Clothing,Invisible Socks,630,745
Man Shoes,Sneakers,256.33,366.33
Man Shoes,Sneakers,765,846
Woman Shoes,Peep Toe,65,82
Woman Shoes,Pump,"1,590.00","1,996.00"
Clothing,Mid Calf Socks,126,180
Woman Shoes,Peep Toe,480,585
Woman Shoes,Loafers,742.5,822
Woman Shoes,Clogs,187,209.5
Woman Shoes,Peep Toe,45,55.67
Woman Shoes,Peep Toe,175,224
Woman Shoes,Peep Toe,16,18
Man Shoes,Oxford,371,400.5
Clothing,Low Cut Socks,122,172
Woman Shoes,Clogs,220,273
Woman Shoes,Clogs,506,664
Woman Shoes,Peep Toe,30,36.5
Man Shoes,Sneakers,765,729.67
Man Shoes,Sneakers,769,702
Woman Shoes,Boots,198.33,309.33
Woman Shoes,Sandals,94.5,122
Woman Shoes,Sandals,15,18.33
Man Shoes,Sneakers,282.5,296.5
Woman Shoes,Sandals,40,55.67
Woman Shoes,Sandals,55,64
Clothing,Invisible Socks,910,"1,046.00"
Man Shoes,Sneakers,769,822
Man Shoes,Sneakers,"2,320.00","2,384.00"
Woman Shoes,Peep Toe,525,820.5
Woman Shoes,Boots,192.5,190
Clothing,Quarter Socks,"1,404.00","1,652.00"
Man Shoes,Sneakers,"1,160.00","1,115.00"
Woman Shoes,Sandals,55,61.5
Woman Shoes,Sandals,33.33,45
Clothing,Quarter Socks,648,796
Clothing,Mid Calf Socks,45,59
Man Shoes,Sneakers,270,305.5
Woman Shoes,Clogs,307.5,337.5
Woman Shoes,Sandals,10,14
Woman Shoes,Sandals,5,5.5
Man Shoes,Derby,270,278
Woman Shoes,Sandals,5,6
Woman Shoes,Sandals,81,110.5
Man Shoes,Sneakers,"2,295.00","2,947.00"
Woman Shoes,Peep Toe,15,24.33
Woman Shoes,Peep Toe,140,205
Woman Shoes,Boots,"1,050.00","1,351.00"
Clothing,Extra Low Cut Socks,"1,842.00","1,950.00"
Woman Shoes,Peep Toe,100,116.67
Woman Shoes,Peep Toe,30,38.5
Woman Shoes,Boots,437.5,544.5
Clothing,Low Cut Socks,32.67,35
Woman Shoes,Peep Toe,18.67,23
Woman Shoes,Peep Toe,311.5,405.5
Woman Shoes,Peep Toe,44,57
Man Shoes,Sneakers,"2,295.00","2,834.00"
Woman Shoes,Boots,81.67,116
Clothing,Mid Calf Socks,18,20.67
Woman Shoes,Sandals,38.33,46.67
Woman Shoes,Sandals,100,140
Woman Shoes,Peep Toe,10,17
Woman Shoes,Boots,910,"1,301.00"
Man Shoes,Sneakers,"1,160.00","1,229.50"
Woman Shoes,Clogs,307.5,405.5
Woman Shoes,Sandals,80,91
Woman Shoes,Sandals,16.67,19.33
Woman Shoes,Peep Toe,18,24
Woman Shoes,Peep Toe,10,14
Man Shoes,Oxford,"2,384.00","2,415.00"
Woman Shoes,Sandals,140,225
Woman Shoes,Sandals,144,195
Woman Shoes,Stilletto,71.5,87
Woman Shoes,Peep Toe,675,864
Woman Shoes,Peep Toe,4.5,5.5
Clothing,Low Cut Socks,661,736
Woman Shoes,Peep Toe,870,"1,243.00"
Woman Shoes,Peep Toe,25,32
Man Shoes,Derby,270,285
Man Shoes,Sneakers,773.33,584
Woman Shoes,Loafers,385,391
Man Shoes,Sneakers,282.5,268
Clothing,Extra Low Cut Socks,571.5,630
Woman Shoes,Peep Toe,193.33,222.67
Woman Shoes,Sandals,46.67,51.67
Woman Shoes,Boots,455,588
Man Shoes,Derby,180,174.33
Man Shoes,Sneakers,"1,147.50","1,346.00"
Woman Shoes,Sandals,55,85
Woman Shoes,Sandals,47.5,71.5
Woman Shoes,Peep Toe,2.5,3
Man Shoes,Derby,540,622
Man Shoes,Oxford,"2,384.00","1,986.00"
Woman Shoes,Peep Toe,268.5,364
Man Shoes,Derby,180,214
Woman Shoes,Peep Toe,20,24.5
Woman Shoes,Peep Toe,18.5,22.5
Woman Shoes,Peep Toe,110,133
Woman Shoes,Peep Toe,37.5,48.5
Woman Shoes,Sandals,50,65.67
Man Shoes,Oxford,405,494.33
Clothing,Mid Calf Socks,84,102.67
Woman Shoes,Clogs,396,466
Woman Shoes,Peep Toe,42.5,55
Woman Shoes,Peep Toe,23,26
Woman Shoes,Boots,945,"1,221.00"
Man Shoes,Derby,270,323
Woman Shoes,Loafers,330,407.33
Woman Shoes,Boots,70,82.5
Clothing,Invisible Socks,490,609
Man Shoes,Sneakers,384.5,384.5
Clothing,Invisible Socks,"1,540.00","1,602.00"
Woman Shoes,Peep Toe,60,85
Woman Shoes,Boots,81.67,72.33
Woman Shoes,Peep Toe,68,85
Woman Shoes,Sandals,5,7
Man Shoes,Sneakers,"2,320.00","2,111.00"
Woman Shoes,Sandals,121.5,148.5
Woman Shoes,Peep Toe,80,109
Man Shoes,Sneakers,384.5,497.5
Woman Shoes,Sandals,75,93
Woman Shoes,Peep Toe,116.67,146
Woman Shoes,Peep Toe,30,34
Woman Shoes,Peep Toe,48,55
Man Shoes,Sneakers,"1,147.50","1,412.50"
Woman Shoes,Boots,157.5,262
Woman Shoes,Sandals,16.67,28
Woman Shoes,Sandals,10,15
Clothing,Quarter Socks,200,263.33
Man Shoes,Oxford,607.5,656
Woman Shoes,Peep Toe,25,33.67
